mat,Lon,Lat,OrganismType,SpeciesAccepted,Authors,Journal,DOI_ISBN
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.072778,18.101667,Epiphyte,Lepanthes caritensis,Crain; Tremblay; Ferguson,Popul Ecol,10.1002/1438-390X.1002
,-66.0275,18.094167,Epiphyte,Lepanthes caritensis,Tremblay,Selbyana,NA
,-66.0275,18.094167,Epiphyte,Lepanthes caritensis,Tremblay,Selbyana,NA
,-65.8,18.294722,Epiphyte,Lepanthes rubripetala,Schödelbauerová; Tremblay; Kindlmann,Biodivers Conserv,10.1007/s10531-009-9724-1
,-65.8,18.294722,Epiphyte,Lepanthes rubripetala,Schödelbauerová; Tremblay; Kindlmann,Biodivers Conserv,10.1007/s10531-009-9724-1
,-65.8,18.294722,Epiphyte,Lepanthes rubripetala,Schödelbauerová; Tremblay; Kindlmann,Biodivers Conserv,10.1007/s10531-009-9724-1
,-65.8,18.294722,Epiphyte,Lepanthes rubripetala,Schödelbauerová; Tremblay; Kindlmann,Biodivers Conserv,10.1007/s10531-009-9724-1
,-65.8,18.294722,Epiphyte,Lepanthes rubripetala,Schödelbauerová; Tremblay; Kindlmann,Biodivers Conserv,10.1007/s10531-009-9724-1
,-65.8,18.294722,Epiphyte,Lepanthes rubripetala,Schödelbauerová; Tremblay; Kindlmann,Biodivers Conserv,10.1007/s10531-009-9724-1
,-65.8,18.294722,Epiphyte,Lepanthes rubripetala,Schödelbauerová; Tremblay; Kindlmann,Biodivers Conserv,10.1007/s10531-009-9724-1
,NA,NA,Epiphyte,Lepanthes rubripetala,Tremblay; Raventós; Ackerman; ,Ann Bot-London,10.1093/aob/mcv031
,NA,NA,Epiphyte,Lepanthes rubripetala,Tremblay; Raventós; Ackerman; ,Ann Bot-London,10.1093/aob/mcv031
,NA,NA,Epiphyte,Lepanthes rubripetala,Tremblay; Raventós; Ackerman; ,Ann Bot-London,10.1093/aob/mcv031
,NA,NA,Epiphyte,Lepanthes rubripetala,Tremblay; Raventós; Ackerman; ,Ann Bot-London,10.1093/aob/mcv031
,NA,NA,Epiphyte,Lepanthes rubripetala,Tremblay; Raventós; Ackerman; ,Ann Bot-London,10.1093/aob/mcv031
,NA,NA,Epiphyte,Lepanthes rubripetala,Tremblay; Raventós; Ackerman; ,Ann Bot-London,10.1093/aob/mcv031
,-92.165833,15.091944,Epiphyte,Oncidium poikilostalix,Raventós; García-González; Riverón-Giró; Damon,Plant Ecol Divers,10.1080/17550874.2018.1444110
,-92.165833,15.091944,Epiphyte,Oncidium poikilostalix,García-González; Damon; Raventós; Riverón-Giró; Mújica; Solís-Montero,Plant Ecol Divers,10.1080/17550874.2017.1315840
,-92.165833,15.091944,Epiphyte,Oncidium poikilostalix,García-González; Damon; Raventós; Riverón-Giró; Mújica; Solís-Montero,Plant Ecol Divers,10.1080/17550874.2017.1315840
,-92.165833,15.091944,Epiphyte,Oncidium poikilostalix,García-González; Damon; Raventós; Riverón-Giró; Mújica; Solís-Montero,Plant Ecol Divers,10.1080/17550874.2017.1315840
,16.115833,39.221944,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.115833,39.221944,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.115833,39.221944,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.115833,39.221944,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.115833,39.221944,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.115833,39.221944,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.115833,39.221944,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.115833,39.221944,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.115833,39.221944,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.115833,39.221944,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.115833,39.221944,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.115833,39.221944,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.115833,39.221944,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.098611,39.265556,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.098611,39.265556,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.098611,39.265556,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.098611,39.265556,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.098611,39.265556,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.098611,39.265556,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.098611,39.265556,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.098611,39.265556,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.098611,39.265556,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.098611,39.265556,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.098611,39.265556,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.098611,39.265556,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.098611,39.265556,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.366111,39.856667,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.366111,39.856667,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.366111,39.856667,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.366111,39.856667,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.366111,39.856667,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.366111,39.856667,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.366111,39.856667,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.366111,39.856667,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.366111,39.856667,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.366111,39.856667,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.366111,39.856667,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.366111,39.856667,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.366111,39.856667,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.232778,39.343056,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
,16.232778,39.343056,Herbaceous perennial,Serapias cordigera,Pellegrino; Bellusci,Bot J Linn Soc,10.1111/boj.12204
