Genus,Species,Subspecies,Leaf_Width_Low,Leaf_Width_High,Leaf_Width_One_Value,Flower_Stem_Low,Flowe_Stem_High,Flower_Stem_One_Value,Dorsal_Sepal_Low,Dorsal_Sepal_High,Dorsal_Sepal_Width_One_Value,Lip_Width_Low,Lip_Width_High,Lip_Width_One_Value,Lip_Lenght_Low,Lip_Lenght_High,Lip_Length_One_Value,Reference,NAT,NT,Qld,NSW,ACT,Vic,Tas,SA,WA,AUS_W,AUS_L,SA_ALL,References,,,
Microtis,unifolia,,3,8,,NA,NA,,1.9,2,2,1.4,1.5,1.5,2.4,2.5,2.5,,,,,,,,,,,,,No_status,,,,
Myrmechila,formicifera,,15,25,,60,100,,2.9,3,3,6,7.5,,7,10,,,,,,,,,,,,,,No_status,,,,
Myrmechila,platyptera,,15,22,,50,100,,3,3.2,,8,8.5,,9,10,,,,,,,,,,,,,,No_status,,,,
Myrmechila,trapeziformis,,15,25,,80,120,,3,4,,6,8,,8,12,,,,,,,,,,,,,,No_status,,,,
Myrmechila,trullata,,15,25,,50,75,,2,2.5,,5,6,,7,8,,,,,,,,,,,,,,No_status,,,,
Myrmechila,truncata,,14,16,,60,100,,2,2.5,,4,4.5,,7.5,8,,,,,,,,,,,,,,No_status,,,,
Nemacianthus,caudatus,,5,20,,50,250,,NA,NA,,2.5,3,,5,6,,,,,,,,,,,,,,No_status,,,,
Nematoceras,dienemum,,10,25,,NA,NA,,2.5,3,,5.9,6,6,9.9,10,10,,,,,,,,,,,,,No_status,,,,
Nematoceras,sulcatus,,12,20,,NA,NA,,4,5,,6,9,,9,11,,,,,,,,,,,,,,No_status,,,,
Nervilia,aragoana,,NA,NA,,200,350,,2,2.5,,9,12,,17,22,,,,,,,,,,,,,,No_status,,,,
Nervilia,crociformis,,NA,NA,,40,80,,2,2.5,,9,12.5,,15,18,,,,EN,,,,,,,,,,No_status,"Backhouse, G. (2007)",,,
Nervilia,dallachyana,,NA,NA,,120,180,,4,5,,15,20,,18,23,,,,,,,,,,,,,,No_status,,,,
Nervilia,holochila,,50,70,,150,250,,3,3.5,,10,14,,18,24,,,,,,,,,,,,,,No_status,,,,
Nervilia,peltata,,NA,NA,,60,100,,2,2.5,,5,6,,12,15,,,,,,,,,,,,,,No_status,,,,
Nervilia,uniflora,,NA,NA,,100,200,,2.5,3,,5,6,,14,18,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,aciculiformis,,6,12,,100,250,,NA,NA,,1.9,2,2,3.9,4,4,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,arenicola,,6,12,,100,250,,NA,NA,,1.6,2.2,,5,7,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,basalticus,,6,9,,100,300,,NA,NA,,2.7,3,,4.5,5.5,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,bisetus,,7,12,,200,350,,NA,NA,,3.5,5,,6,7.5,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,boormanii,,6,10,,50,200,,NA,NA,,1.9,2,2,5,5.5,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,calceolus,,6,12,,100,200,,NA,NA,,1.9,2,2,4,4.5,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,chaetophorus,,8,15,,150,350,,NA,NA,,2.9,3,3,5.5,6.5,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,cheraphilus,,3,6,,60,250,,NA,NA,,3,3.5,,6,7,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,ciliatus,,7,10,,100,220,,NA,NA,,1.9,2,2,4,5,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,cobarensis,,6,10,,200,400,,NA,NA,,1.8,2.2,,5,5.5,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,commutatus,,4,8,,100,250,,NA,NA,,3.5,4,,6,7,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,despectans,,6,8,,30,50,,NA,NA,,1.9,2,2,NA,NA,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,excelsus,,12,18,,300,900,,NA,NA,,1.6,2,,6,6.5,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,frenchii,,12,25,,150,350,,NA,NA,,1.5,2.2,,4,4.5,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,gibbosus,,5,15,,150,450,,NA,NA,,3,4,,4.5,5,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,hamatus,,6,12,,200,400,,NA,NA,,2,2.5,,5,5.5,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,insectifer,,8,12,,200,350,,NA,NA,,1.9,2,2,4,5,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,leptochilus,,7,12,,150,250,,NA,NA,,1.9,2,2,5,6,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,linguus,,8,12,,150,350,,NA,NA,,2.5,3,,6,7,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,macrocalymmus,,8,16,,60,250,,NA,NA,,3.5,4,,7,8.5,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,maximus,,8,14,,200,350,,NA,NA,,3.5,4,,6,7.5,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,mitchellii,,6,20,,200,500,,NA,NA,,1.6,2,,4.5,5,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,ovatus,,8,12,,80,150,,NA,NA,,2.9,3,3,6,7.5,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,petrosus,,6,9,,90,150,,NA,NA,,3,3.5,,7,9,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,pictus,,7,20,,150,500,,NA,NA,,2,2.5,,5,6,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,planulatus,,5,8,,100,200,,NA,NA,,3,3.5,,5.5,7,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,praetermissus,,8,17,,150,250,,NA,NA,,2.4,2.5,2.5,5,5.5,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,pusillus,,5,10,,80,250,,NA,NA,,1.4,1.5,1.5,3,3.5,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,roensis,,5,18,,150,300,,NA,NA,,1.9,2,2,4.5,5,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,rufus,,7,13,,80,200,,NA,NA,,2,2.5,,3,4,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,saxicola,,5,15,,150,350,,NA,NA,,2.5,3.5,,4.5,6,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,setifer,,6,12,,150,300,,NA,NA,,2,2.5,,4,4.5,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,spathulatus,,7,14,,150,350,,NA,NA,,3,3.5,,4.5,5.5,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,squamatus,,7,12,,100,300,,NA,NA,,2.4,2.5,2.5,4,4.5,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,validus,,10,12,,199,200,200,NA,NA,,1.9,2,2,7.9,8,8,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,woollsii,,8,20,,200,450,,NA,NA,,3,4,,10,11,,,,,,,,,,,,,,No_status,,,,
Oligochaetochilus,xerophilus,,9,13,,120,200,,NA,NA,,2,2.5,,4,4.5,,,,,,,,,,,,,,No_status,,,,
Orthrocesar,strictum,,2,3,,300,600,,8,10,,NA,NA,,6,10,,,,,,,,,,,,,,No_status,,,,
Oxysepala,gadgarrensis,,3,4,,3,5,,NA,NA,,0.6,0.7,0.7,0.9,1,1,,,,,,,,,,,,,No_status,,,,
Oxysepala,grandimesensis,,3,5,,1.4,1.5,1.5,2,2.5,,1.2,1.3,1.3,2.2,2.4,2.4,,,,,,,,,,,,,No_status,,,,
Oxysepala,lamingtonensis,,6,14,,2,3,,1,1.5,,1.7,1.8,1.8,2.1,2.2,2.2,,,,,,,,,,,,,No_status,,,,
Oxysepala,lewisensis,,3,5,,3.4,3.5,3.5,1.5,2,,0.9,1,1,1.9,2,2,,,,,,,,,,,,,No_status,,,,
Oxysepala,schilleriana,schilleriana,15,25,,3,4,,1,2,,0.9,1,1,1.9,2,2,,,,,,,,,,,,,No_status,,,,
Oxysepala,shepherdii,,6,8,,5,9,,1.5,2,,0.9,1,1,1.9,2,2,,,,,,,,,,,,,No_status,,,,
Oxysepala,wadsworthii,,6,8,,3,5,,1.5,2,,0.6,0.7,0.7,0.9,1,1,,,,,,,,,,,,,No_status,,,,
Oxysepala,windsorensis,,4,6,,4,6,,3.5,4.5,,1.6,2,,2,2.5,,,,,,,,,,,,,,No_status,,,,
Peristylus,banfieldii,,40,80,,300,500,,3,4,,4,7,,5,8,,,EN,,EN,EN,,,,,,,,No_status,"Backhouse, G. (2007)",,,
Peristylus,candidus,,20,25,,120,350,,2.9,3,3,3.9,4,4,5,6,,,,,,,,,,,,,,No_status,,,,
Peristylus,chlorandrellus,,25,30,,100,600,,1.5,1.8,,7,8,,4,4.5,,,,,,,,,,,,,,No_status,,,,
Petalochilus,alatus,,1,1,,69,140,,1.9,2,2,5,6,,4,5,,,,,,,,,,,,,,No_status,,,,
Petalochilus,atrochulis,,2,3,,60,160,,2.5,3,,6.5,7,,5.5,6.5,,,,,,,,,,,,,,No_status,,,,
Petalochilus,attenuatus,,1,1,,120,240,,1.9,2,2,5,5,,4.9,5,5,,,,,,,,,,,,,No_status,,,,
Petalochilus,aurantiacus,,2,2,,50,170,,1.9,2,2,5,5.5,,4.5,5,,,,,,,,,,,,,,No_status,,,,
Petalochilus,campbellii,,2,3,,80,140,,2.9,3,3,6,7,,5.5,6.5,,,,,,,,,,,,,,No_status,,,,
Petalochilus,carneus,,3,4,,120,250,,3,4,,5.5,7,,5.5,7,,,,,,,,,,,,,,No_status,,,,
Petalochilus,catenatus,,3,4,,120,300,,3,3.5,,6,8,,8,10,,,,,,,,,,,,,,No_status,,,,
Petalochilus,chamaephyllus,,3.5,5.5,,80,160,,2.5,3,,6.5,7,,7,8.5,,,,,,,,,,,,,,No_status,,,,
Petalochilus,cleistanthus,,1,1.5,,50,120,,2,2.5,,5,6.5,,4.5,6,,,,,,,,,,,,,,No_status,,,,
Petalochilus,coactilis,,4,8,,100,180,,4,5.5,,9,11,,8,11,,,,,,,,,,,,,,No_status,,,,
Petalochilus,curtisepalus,,1.5,2,,50,180,,3,3.5,,7,8,,6,7,,,,,,,,,,,,,,No_status,,,,
Petalochilus,fuscatus,,2,2.5,,50,120,,1.9,2,2,5,5.5,,5,6,,,,,,,,,,,,,,No_status,,,,
Petalochilus,gracillimus,,2,3,,100,200,,2.5,4,,5,7,,6,8,,,,,,,,,,,,,,No_status,,,,
Petalochilus,hillmanii,,3,4,,150,250,,2.5,3.5,,8,10,,6,8,,,,,,,,,,,,,,No_status,,,,
Petalochilus,maritiimus,,1,2.5,,100,200,,2,2.5,,5.5,7.5,,7,9,,,,,,,,,,,,,,No_status,,,,
Petalochilus,mentiens,,0.8,1.3,,40,160,,2.4,2.5,2.5,5,6,,5,5.5,,,,,,,,,,,,,,No_status,,,,
Petalochilus,ornatus,,2.5,3,,100,180,,2.9,3,3,6,7.5,,5,5.5,,,,,,,,,,,,,,No_status,,,,
Petalochilus,pictus,,2,3,,80,150,,3,4,,5,7,,7,10,,,,,,,,,,,,,,No_status,,,,
Petalochilus,porphyreus,,2.5,4.5,,200,350,,3,4,,8,10,,8,11,,,,,,,,,,,,,,No_status,,,,
Petalochilus,prolattus,,3,4.5,,120,200,,2.5,3.5,,5.5,6.5,,5,6,,,,,,,,,,,,,,No_status,,,,
Petalochilus,pusillus,,2,2,,40,100,,2.5,2.8,,4,5,,4,5,,,,,,,,,,,,,,No_status,,,,
Petalochilus,quadrifarius,,3,3.5,,100,200,,3,4,,7,9,,7,9,,,,,,,,,,,,,,No_status,,,,
Petalochilus,sylvicola,,2,2,,100,160,,1.8,1.8,,6.5,7,,5.5,6.5,,,,,,,,,,,,,,No_status,,,,
Petalochilus,tonelli,,2.5,3.5,,250,350,,3.5,4.5,,7,9.5,,7,10,,,,,,,,,,,,,,No_status,,,,
Petalochilus,vulgaris,,2,3,,150,360,,2.5,4,,5.5,7.5,,5,7,,,,,,,,,,,,,,No_status,,,,
Petalochilus,xantholeucus,,5,7,,150,250,,3,4,,6,7,,6.5,8,,,,,,,,,,,,,,No_status,,,,
Phaius,amboinensis,,70,140,,300,900,,7,8,,20,25,,25,30,,,,,,,,,,,,,,No_status,,,,
Phaius,australis,australis,80,100,,500,2000,,12,16,,40,45,,50,60,,,EN,,EN,,,,,,,,,No_status,"Backhouse, G. (2007)",,,
Phaius,pictus,,70,100,,300,900,,10,12,,13,15,,15,17,,,EN,,EN,EN,,,,,,,,No_status,"Backhouse, G. (2007)",,,
Pheladenia,deformis,,3,5,,50,150,,3.9,4,4,5,6,,7,10,,,,,,,,,,,,,,No_status,,,,
Phoringopsis,byrnesii,,15,20,,150,300,,2.5,3,,2.4,2.5,2.5,5.4,5.5,5.5,,,,,,,,,,,,,No_status,,,,
Phoringopsis,dockrilli,,6,10,,150,300,,1.5,1.8,,2.4,2.5,2.5,6.9,7,7,,,,,,,,,,,,,No_status,,,,
Phoringopsis,lavarackiana,,5,15,,100,300,,1.5,2,,2.2,2.3,2.3,6,7,,,,,,,,,,,,,,No_status,,,,
Plectorrhiza,brevilabris,,10,15,,NA,NA,,1.9,2,2,3,3.5,,6,7,,,,,,,,,,,,,,No_status,,,,
Plectorrhiza,erecta,,12,18,,NA,NA,,0.9,1,1,3.9,4,4,2.9,3,3,,,,,,,,,,,,,No_status,,,,
Plectorrhiza,tridentata,,10,15,,NA,NA,,1.9,2,2,3.9,4,4,6,7,,,,,,,,,,,,,,No_status,,,,
Plexaure,crassiuscula,,9.9,10,10,NA,NA,,0.5,0.6,0.6,0.6,0.7,0.7,0.6,0.7,0.7,,,,,,,,,,,,,No_status,,,,
Plexaure,limenophylax,,2,4,,NA,NA,,NA,NA,,0.4,0.5,0.5,0.3,0.4,0.4,,,,,,,,,,,,,No_status,,,,
Plexaure,listeri,,2,5,,NA,NA,,0.3,0.4,0.4,0.9,1,1,0.9,1,1,,,,,,,,,,,,,No_status,,,,
Praecoxanthus,aphyllus,,6,8,,200,450,,3,3.5,,6,8,,8,13,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,affine,,3,5,,NA,NA,,3.5,4,,3.5,5,,6,8,,,EN,,,,,,EN,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,alpestre,,4,8,,NA,NA,,3,4.5,,4,6,,6.5,10.5,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,alpinum,,2,5,,NA,NA,,1.9,2,2,2,2.3,,3,4,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,amoenum,,2,4,,NA,NA,,2.4,2.5,2.5,3,3.5,,5.5,6.5,,,EN,,,,,,EN,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,appendiculatum,,3,5,,NA,NA,,4,4.5,,4.5,5.5,,6,8,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,atratum,,4,5,,NA,NA,,3,3.5,,3,4,,4.5,5.5,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,australe,,7,10,,NA,NA,,3,4,,2.5,4,,8,11,,,,,,EN,,,,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,barnettii,,4,6,,NA,NA,,3,4,,3.5,4.5,,6.5,8,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,brevilabre,,4,7,,NA,NA,,3,4,,3.5,4,,6,8,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,brownii,,7,10,,NA,NA,,4,5,,7,8.5,,9,11.5,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,calcicola,,1,2,,NA,NA,,1.5,2,,1.4,1.5,1.5,2,2.5,,,,,RA,,,,,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,campestre,,3,5,,NA,NA,,2.9,3,3,3.5,4,,6,8,,,CR,,,,,,EN,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,canaliculatum,,3,5,,NA,NA,,4,5,,5,6,,6,7.5,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,candidum,,4,8,,NA,NA,,3.9,4,4,6,7,,9,12,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,caricetum,,4,8,,NA,NA,,3.5,4.5,,4,6,,8,14,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,castaneum,,6,7,,NA,NA,,3.9,4,4,4.5,5,,6.5,7.5,,,EN,,,,,TH,,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,caudiculum,,3,7,,NA,NA,,3,3.5,,4.5,5,,5,6,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,chasmogamum,,5,7,,NA,NA,,3,3.5,,3,4.5,,7,9,,,VU,,,,,,,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,concinnum,,3,5,,NA,NA,,3,4,,3.5,5.5,,5,8,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,constrictum,,3,5,,NA,NA,,3.4,3.5,3.5,3.5,4.5,,7,9,,,EN,,,,,TH,,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,crebriflorum,,NA,NA,,NA,NA,,2.5,3,,3,3.5,,5,6,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,cyphochilum,,1,2,,NA,NA,,2.9,3,3,4,4.5,,5,6,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,diversiflorum,,4,6,,NA,NA,,3,4,,5,6,,6,9,,,,,RA,,,,,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,dossenum,,5,8,,NA,NA,,4,5,,5,6,,8,12,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,drummondii,,5,9,,NA,NA,,2,2.5,,4,5,,8,10,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,elatum,,10,15,,NA,NA,,3,5,,5.9,6,6,8,9,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,exilis,,2,3,,NA,NA,,1.9,2,2,2.9,3,3,5.5,7,,,CR,,,,,,EN,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,fecundum,,2,4,,NA,NA,,2.5,3,,2.5,3,,4,5,,,,,,,,TH,,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,fimbria,,6,10,,NA,NA,,3,4.5,,6,7,,8,15,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,fitzgeraldii,,3,5,,NA,NA,,2.5,3,,3,3.5,,4.5,5.5,,,,,,,,TH,,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,flavum,,4.9,5,5,NA,NA,,2.9,3,3,3,4,,5,7,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,frenchii,,5,8,,NA,NA,,4.5,5.5,,5,6,,5,6,,,VU,,,VU,,,,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,giganteum,,6,10,,NA,NA,,3.5,5,,5,6,,8,11,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,gilgai,,3,5,,NA,NA,,3,3.5,,2,3,,5.5,6.5,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,goldsackii,,2,4,,NA,NA,,2,2.5,,1.5,2,,4,4.5,,,,,,,,,EN,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,gracile,,1,2,,NA,NA,,1.4,1.5,1.5,1.9,2,2,2.9,3,3,,,,,,,,,,,,,No_status,,,,
Prasophyllum,hians,,2,4,,NA,NA,,2.5,3,,3.5,4.5,,8,9,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,hygrophilum,,3,6,,NA,NA,,3,4.5,,5,6,,7,9,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,incopositum,,5,8,,NA,NA,,3,4.5,,3.9,4,4,9,11,,,,,,,,TH,,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,incorrectum,,5,7,,NA,NA,,2.9,3,3,3.5,4,,6,8,,,,,RA,,,,,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,incurvum,,3,5,,NA,NA,,3,3.5,,4,5,,8.5,10.5,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,limnetes,,4,6,,NA,NA,,3,3.5,,3,3.5,,6,7,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,lindleyanum,,5,6,,NA,NA,,1.9,2,2,2.9,3,3,5,6,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,litorale,,5,9,,NA,NA,,3.5,4.5,,5,6.5,,6,7,,,CR,,,,,,EN,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,maccanii,,6,8,,NA,NA,,3,4,,3,4.5,,7,11,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,macrostachyum,,2,3,,NA,NA,,1.8,2.2,,1.9,2,2,3.2,3.5,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,macrotys,,8,12,,NA,NA,,3,4.5,,4.9,5,5,8,9,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,milfordense,,6,8,,NA,NA,,3.5,4,,3.5,4,,8,9,,,,,,,,,EN,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,mimulum,,3,5,,NA,NA,,3,4,,5,8,,3,5,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,montanum,,6,10,,NA,NA,,3,4,,4,5,,7,9,,,VU,,,,,TH,,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,morganii,,3,5,,NA,NA,,2.4,2.5,2.5,2.9,3,3,2.7,2.8,2.8,,,,,,,TH,,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,murfetii,,3,6,,NA,NA,,3.5,4.5,,4,4.5,,5.5,6.5,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,occidentale,,2,5,,NA,NA,,3,3.5,,3.4,3.5,3.5,4.5,5.5,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,occultans,,3,5,,NA,NA,,2.5,3,,3,3.5,,4.5,5.5,,,CR,,,,,,EN,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,odoratissimum,,4,7,,NA,NA,,4.7,4.8,4.8,5,5.5,,9,11,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,odoratum,,4,6,,NA,NA,,3.5,4,,4.4,4.5,4.5,10,13,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,ovale,,1,2,,NA,NA,,2.5,3,,3,3.5,,6,7,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,pallens,,3,4,,NA,NA,,2.5,3,,5.5,6,,10,12,,,,,,,,,,,,,,No_status,,,,
