Genus,Species,Subspecies,Leaf_Width_Low,Leaf_Width_High,Leaf_Width_One_Value,Flower_Stem_Low,Flowe_Stem_High,Flower_Stem_One_Value,Dorsal_Sepal_Low,Dorsal_Sepal_High,Dorsal_Sepal_Width_One_Value,Lip_Width_Low,Lip_Width_High,Lip_Width_One_Value,Lip_Lenght_Low,Lip_Lenght_High,Lip_Length_One_Value,Reference,NAT,NT,Qld,NSW,ACT,Vic,Tas,SA,WA,AUS_W,AUS_L,SA_ALL,References,,,
Prasophyllum,pallidum,,3,5,,NA,NA,,2.5,3,,3,3.5,,4.5,5.5,,,CR,,,,,,EN,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,parviflorum,,3,4,,NA,NA,,2.4,2.5,2.5,2.9,3,3,4,4.5,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,patents,,4,6,,NA,NA,,1.5,2,,2.4,2.5,2.5,6,7,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,paulinae,,4,5,,NA,NA,,1.9,2,2,3.5,4,,5,5.5,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,perangustum,,5,5,,NA,NA,,2.9,3,3,2.6,3.2,,6,7,,,EN,,,EN,,,,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,plumiforme,,1,2,,NA,NA,,1.9,2,2,3.4,3.5,3.5,3.9,4,4,,,,,,,,,,,,,No_status,,,,
Prasophyllum,pruinosum,,3,6,,NA,NA,,3.9,4,4,3.5,4,,7,8,,,CR,,,,EN,,EN,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,pulchellum,,3,5,,NA,NA,,2.99,3,3,3,3.5,,6,7,,,,,,,,,EN,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,pyriforme,,4,8,,NA,NA,,3.5,4.5,,4,4.5,,6,8,,,,,,VU,,,,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,raedii,,4,6,,NA,NA,,3,4,,4,5,,6,8,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,retroflexum,,3,6,,NA,NA,,2.5,3,,3,3.5,,4,4.5,,,CR,,,,,,EN,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,robustum,,8,12,,NA,NA,,4.9,5,5,5.5,6.5,,11,13,,,EN,,,,,,VU,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,rogersii,,4,6,,NA,NA,,3,3.5,,4.5,5,,5,6,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,rostratum,,5,8,,NA,NA,,3.5,4.5,,4.5,5,,6,8,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,rotundiflorum,,4,6,,NA,NA,,3.5,4,,4.4,4.5,4.5,10,13,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,sargentii,,6,10,,NA,NA,,3.5,5,,3,4,,8,10,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,solstitium,,3,6,,NA,NA,,3,4,,4,4.5,,5,6,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,sphacelatum,,2,4,,NA,NA,,3,4,,3,3.5,,6,7.5,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,spicatum,,4,8,,NA,NA,,2,3,,5,6,,7,10,,,CR,,,,,,EN,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,stellatum,,7,10,,NA,NA,,3.9,4,4,5,5.5,,12,14,,,EN,,,,,TH,,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,suaveolens,,2,4,,NA,NA,,2,2.3,,2,3,,6,9,,,EN,,,,,TH,,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,subbisectum,,2,4,,NA,NA,,2.5,3,,2.9,3,3,4,5,,,,,,,,TH,,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,suttonii,,4.9,5,5,NA,NA,,3.9,4,4,3.9,4,4,6.9,7,7,,,,,,,,RA,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,sylvestre,,4,8,,NA,NA,,2.4,2.5,,2,3,,6,9,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,tadgellianum,,4,8,,NA,NA,,2.3,2.6,,2.4,2.5,2.5,4.4,4.5,4.5,,,,,,,,EN,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,taphanyx,,3,5,,NA,NA,,2.4,2.5,2.5,2.6,3,,2.8,3,,,EN,,,,,,EN,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,triangulare,,5,8,,NA,NA,,2,2.5,,4.9,5,5,8,9,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,truncatum,,6,8,,NA,NA,,2.9,3,3,3.5,4,,7.5,8,,,,,,,,,,,,,,No_status,,,,
Prasophyllum,tunbridgense,,4,6,,NA,NA,,4,4.5,,5.5,6,,9,12,,,EN,,,EN,,,,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,validum,,5,9,,NA,NA,,4,4.5,,5,5.5,,8,9.5,,,VU,,VU,,,,,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,wallum,,7,10,,NA,NA,,3,4,,5,6,,7,8,,,,,,EN,,,,,,,,No_status,"Backhouse, G. (2007)",,,
Prasophyllum,wilkinsoniorum,,4,8,,NA,NA,,3.5,4.5,,4.5,5.5,,7.5,8.5,,,,,,,,,,,,,,No_status,,,,
Pterostylis,acuminata,,8,20,,150,250,,NA,NA,,3.5,4,,14,16,,,,,,,,,,,,,,No_status,,,,
Pterostylis,alpina,,15,30,,120,300,,NA,NA,,3,3.5,,12,14,,,,,,,,,,,,,,No_status,,,,
Pterostylis,anatona,,9,18,,60,180,,NA,NA,,3.5,4.5,,18,22,,,,,,,,,,,,,,No_status,,,,
Pterostylis,aneba,,8,16,,10,200,,NA,NA,,3,3.5,,15,18,,,,,,,,,,,,,,No_status,,,,
Pterostylis,baptisii,,20,25,,200,400,,NA,NA,,5,6,,18,22,,,,,,,,TH,,,,,,No_status,"Backhouse, G. (2007)",,,
Pterostylis,crassichila,,15,23,,150,300,,NA,NA,,4,5,,20,23,,,,,,,,,,,,,,No_status,,,,
Pterostylis,dubia,,8,20,,80,200,,NA,NA,,2.9,3,3,13,17,,,,,,,,,,,,,,No_status,,,,
Pterostylis,erecta,,10,22,,150,300,,NA,NA,,2,2.5,,6,7,,,,,,,,,,,,,,No_status,,,,
Pterostylis,falcata,,14,25,,150,300,,NA,NA,,3,4,,25,34,,,,,,,,,RA,,,,,No_status,"Backhouse, G. (2007)",,,
Pterostylis,hildae,,6,25,,80,200,,NA,NA,,3.9,4,4,11,13,,,,,,,,,,,,,,No_status,,,,
Pterostylis,lustra,,8,15,,80,200,,NA,NA,,3,3.5,,15,25,,,,,,,,,,,,,,No_status,,,,
Pterostylis,monticola,,15,25,,200,400,,NA,NA,,3.5,4.5,,16,20,,,,,,,,,,,,,,No_status,,,,
Pterostylis,nutans,,10,30,,80,300,,NA,NA,,3.9,4,4,14,18,,,,,,,,,,,,,,No_status,,,,
Pterostylis,oblonga,,10,20,,80,220,,NA,NA,,1.9,2,2,5,6,,,,,,,,,,,,,,No_status,,,,
Pterostylis,oreophila,,20,30,,80,200,,NA,NA,,4,5,,13,20,,,,,,,,,,,,,,No_status,,,,
Pterostylis,pedunculata,,8,20,,60,250,,NA,NA,,2.5,3,,5,7,,,,,,,,,,,,,,No_status,,,,
Pterostylis,procera,,8,20,,200,350,,NA,NA,,4,5,,15,18,,,,,,,,,,,,,,No_status,,,,
Pterostylis,ripidaria,,10,25,,50,200,,NA,NA,,3,3.5,,28,35,,,,,,,,,,,,,,No_status,,,,
Pterostylis,scabrida,,8,20,,80,250,,NA,NA,,2.9,3,3,12,15,,,,,,,,,,,,,,No_status,,,,
Pterostylis,stricta,,10,20,,100,300,,NA,NA,,3.9,4,4,14,16,,,,,,,,,,,,,,No_status,,,,
Pterostylis,subtilis,,15,25,,120,250,,NA,NA,,3,3.5,,16,20,,,,,,,,,,,,,,No_status,,,,
Pyrorchis,forrestii,,20,35,,100,300,,7,8,,7,8,,13,16,,,,,,,,,,,,,,No_status,,,,
Pyrorchis,nigricans,,40,80,,100,300,,5,7,,6,8,,10,12,,,,,,,,,,,,,,No_status,,,,
Rimacola,elliptica,,20,30,,150,250,,5,6,,7,8,,10,12,,,,,,,,,,,,,,No_status,,,,
Sarcochilus,aequalis,,15,20,,NA,NA,,5,7,,2.4,2.5,2.5,2.4,2.5,2.5,,,,,,,,,,,,,No_status,,,,
Sarcochilus,argochilus,,30,40,,NA,NA,,3,4,,4,5,,6,8,,,,,,,,,,,,,,No_status,,,,
Sarcochilus,australis,,10,14,,NA,NA,,3,4.5,,NA,NA,,3,5,,,,,,,,,,,,,,No_status,,,,
Sarcochilus,borealis,,15,20,,NA,NA,,3,3.5,,3,4,,5,7,,,,,,,,,,,,,,No_status,,,,
Sarcochilus,ceciliae,,8,10,,NA,NA,,2.9,3,3,NA,NA,,2,3,,,,,,,,,,,,,,No_status,,,,
Sarcochilus,dilatatus,,9.9,10,10,NA,NA,,2,3,,NA,NA,,2,4,,,,,,,,,,,,,,No_status,,,,
Sarcochilus,eriochilus,,3,5,,NA,NA,,2.4,2.5,2.5,NA,NA,,1.9,2,2,,,,,,,,,,,,,No_status,,,,
Sarcochilus,falcatus,,15,20,,NA,NA,,5,7,,NA,NA,,4,6,,,,,,,,,,,,,,No_status,,,,
Sarcochilus,fitzgeraldii,,10,15,,NA,NA,,6,8,,NA,NA,,5,7,,,,,,,,,,,,,,No_status,,,,
Sarcochilus,hartmannii,,15,20,,NA,NA,,5,8,,NA,NA,,2,3,,,,,,,,,,,,,,No_status,,,,
Sarcochilus,hillii,,2.9,3,3,NA,NA,,3,4,,3,4,,4,5,,,,,,,,,,,,,,No_status,,,,
Sarcochilus,hirticalcar,,10,15,,NA,NA,,2.9,3,3,4.9,5,5,6.9,7,7,,,,,,,,,,,,,No_status,,,,
Sarcochilus,minutiflos,,3,5,,NA,NA,,3,4,,NA,NA,,3.9,4,4,,,,,,,,,,,,,No_status,,,,
Sarcochilus,parviflorus,,30,40,,NA,NA,,3.5,4.5,,4,5,,6,8,,,,,,,,,,,,,,No_status,,,,
Sarcochilus,roseus,,4,8,,NA,NA,,2.9,3,3,2.9,3,3,3.9,4,4,,,,,,,,,,,,,No_status,,,,
Sarcochilus,serrulatus,,19.9,20,20,NA,NA,,5,6,,3.9,4,4,3.9,4,4,,,,,,,,,,,,,No_status,,,,
Sarcochilus,spathulatus,,14,17,,NA,NA,,2,3,,NA,NA,,4.9,5,5,,,,,,,,,,,,,No_status,,,,
Sarcochilus,weinthalii,,10,12,,NA,NA,,3,4,,NA,NA,,1.4,1.5,1.5,,,,,,,,,,,,,No_status,,,,
Serpenticaulis,bowkettiae,,8,12,,6,10,,1.5,2.5,,0.6,0.7,0.7,2,2.5,,,,,,,,,,,,,,No_status,,,,
Serpenticaulis,johnsonii,,15,20,,20,30,,3,4,,1.4,1.5,1.5,6,8,,,,,,,,,,,,,,No_status,,,,
Serpenticaulis,whitei,,7,15,,20,30,,2,3,,1.4,1.5,1.5,5,6,,,,,,,,,,,,,,No_status,,,,
Serpenticaulis,wolfei,,3,6,,2,3,,1.8,2,,1.9,2,2,4.5,4.8,,,,,,,,,,,,,,No_status,,,,
Simpliglottis,chlorantha,,10,18,,35,55,,6,9,,9,12,,12,13,,,,,,,,,,,,,,No_status,,,,
Simpliglottis,cornuta,,20,40,,20,40,,5,7,,7,8,,9,12,,,,,,,,,,,,,,No_status,,,,
Simpliglottis,grammata,,20,25,,20,40,,8,11,,7,10,,8,11,,,,,,,,,,,,,,No_status,,,,
Simpliglottis,gunnii,,15,20,,60,100,,7,11,,10,15,,10,13,,,,,,,,,,,,,,No_status,,,,
Simpliglottis,jeanesii,,20,30,,45,70,,7,9,,9,12,,10,13,,,,,,,,,,,,,,No_status,,,,
Simpliglottis,pluricallata,,20,30,,50,75,,7,9,,9,12,,11,12.5,,,,,,,,,,,,,,No_status,,,,
Simpliglottis,triceratops,,10,25,,15,40,,8,11,,9,13,,12,15,,,,,,,,,,,,,,No_status,,,,
Simpliglottis,turfosa,,15,30,,20,30,,6,8,,11,12,,12,13,,,,,,,,,,,,,,No_status,,,,
Simpliglottis,valida,,20,40,,40,70,,4,7,,12,16,,14,18.5,,,,,,,,,,,,,,No_status,,,,
Speculantha,aphylla,,3,8,,70,150,,NA,NA,,0.9,1,1,2.9,9,9,,,,,,,,,,,,,No_status,,,,
Speculantha,atriola,,4,9,,200,350,,NA,NA,,1.4,1.5,1.5,3,3.5,,,,,,,,,,,,,,No_status,,,,
Speculantha,nigricans,,5,8,,100,350,,NA,NA,,1.4,1.5,1.5,3.5,4,,,,,,,,,,,,,,No_status,,,,
Speculantha,parviflora,,3,7,,80,250,,NA,NA,,1.4,1.5,1.5,3.5,4,,,,,,,,,,,,,,No_status,,,,
Speculantha,uliginosa,,4,9,,60,150,,NA,NA,,1.4,1.5,1.5,3,4,,,,,,,,,,,,,,No_status,,,,
Spiculaea,ciliata,,8,10,,80,180,,1.4,1.5,1.5,NA,NA,,NA,NA,,,,,,,,,,,,,,No_status,,,,
Spiranthes,australis,,6,10,,250,450,,2.4,2.5,2.5,NA,NA,,20,450,,,,,,,,,,,,,,No_status,,,,
Stegostyla,alpina,,8,15,,150,300,,5,8,,4,6.5,,5,8,,,,,,,,,,,,,,No_status,,,,
Stegostyla,angustata,,1,1.5,,80,120,,3,4,,4.5,5.5,,7,8,,,,,,,,,,,,,,No_status,,,,
Stegostyla,astrata,,3,3.5,,120,200,,2.5,3,,3.5,4.5,,4.5,6,,,,,,,,,,,,,,No_status,,,,
Stegostyla,clarkiae,,1,2,,50,150,,3,3.5,,4,4.3,,6,6.5,,,,,,,,,,,,,,No_status,,,,
Stegostyla,congesta,,4,5,,200,600,,3,3.5,,4.5,5.5,,8,10,,,,,,,,,,,,,,No_status,,,,
Stegostyla,cracens,,1,3,,80,150,,3,6,,4.5,6,,7,8,,,,,,,,,,,,,,No_status,,,,
Stegostyla,cucullata,,4,5,,200,350,,3,3.5,,4,4.5,,5,6,,,,,,,,,,,,,,No_status,,,,
Stegostyla,dimorpha,,3,5,,150,300,,5,6,,5,7,,8,10,,,,,,,,,,,,,,No_status,,,,
Stegostyla,gracilis,,1,3.5,,120,200,,2.9,3,3,4,5,,5,6.5,,,,,,,,,,,,,,No_status,,,,
Stegostyla,hildae,,1,3,,80,200,,3,3.5,,4,4.5,,6,7,,,,,,,,,,,,,,No_status,,,,
Stegostyla,iridescens,,1,2,,100,250,,3,3.5,,2.9,3,3,5,6,,,,,,,,,,,,,,No_status,,,,
Stegostyla,praecox,,2,3,,60,130,,3,4,,4.5,5.5,,6,7,,,,,,,,,,,,,,No_status,,,,
Stegostyla,testacea,,2.4,2.5,2.5,80,200,,2.5,3,,5,4,,5,6,,,,,,,,,,,,,,No_status,,,,
Stegostyla,transitoria,,1.5,2,,80,160,,2,3,,4,4.5,,5,6,,,,,,,,,,,,,,No_status,,,,
Sullivania,aff. nigrita-1,,5,9,,80,180,,1.9,2,2,3,3.5,,9,11,,,,,,,,,,,,,,No_status,,,,
Sullivania,aff. nigrita-2,,7,10,,50,100,,1,1.3,,3.5,4,,3.5,4,,,,,,,,,,,,,,No_status,,,,
Sullivania,aff. nigrita-3,,3,7,,50,120,,1.4,1.5,1.5,2.9,3,3,7,9,,,,,,,,,,,,,,No_status,,,,
Sullivania,brockmanii,,4,7,,100,160,,2.5,3,,4,5,,10,13,,,,,,,,,,,,,,No_status,,,,
Sullivania,disjuncta,,4,6,,50,100,,1.9,2,2,2.9,3,3,7,8.5,,,,,,,,,,,,,,No_status,,,,
Sullivania,dixonii,,5,8,,120,180,,2.5,3,,5,6,,12,15,,,,,,,,,,,,,,No_status,,,,
Sullivania,linearifolia,,2,5,,60,100,,1.9,2,2,2.5,3,,7,9,,,,,,,,,,,,,,No_status,,,,
Sullivania,lyonsii,,3,5,,60,200,,1.6,2,,2.9,3,3,4.5,5.5,,,,,,,,,,,,,,No_status,,,,
Sullivania,minor,,2,3,,60,180,,1.5,2,,3,4,,5,6,,,,,,,,,,,,,,No_status,,,,
Sullivania,nigrita,,7,10,,50,150,,2,2.5,,3.5,4,,10,13,,,,,,,,,,,,,,No_status,,,,
Sullivania,terminalis,,5,8,,80,120,,1.9,2,2,4.5,5,,9,11,,,,,,,,,,,,,,No_status,,,,
Sullivania,triens,,5,11,,50,120,,1.9,2,2,5,5.5,,10,13,,,,,,,,,,,,,,No_status,,,,
Tetrabaculum,cacatua,,15,25,,NA,NA,,3,5,,6,10,,11,15,,,,,,,,,,,,,,No_status,,,,
Tetrabaculum,capitisyork,,20,40,,NA,NA,,3,5,,17,20,,11,15,,,,,,,,,,,,,,No_status,,,,
Tetrabaculum,melaleucaphilum,,15,25,,NA,NA,,3,5,,17,20,,12,14,,,,,,,,,,,,,,No_status,,,,
Tetrabaculum,tetragonum,,20,25,,NA,NA,,2,3,,6,8,,8,10,,,,,,,,,,,,,,No_status,,,,
Thelychiton,adae,,15,25,,NA,NA,,4,5,,4.9,5,5,8.9,9,9,,,,,,,,,,,,,No_status,,,,
Thelychiton,biconvexus,,60,90,,NA,NA,,4.5,5.5,,10,12,,13,15,,,,,,,,,,,,,,No_status,,,,
Thelychiton,brachypus,,4,10,,NA,NA,,1.9,2,2,1.4,1.5,1.5,3.9,4,4,,,,,,,,,,,,,No_status,,,,
Thelychiton,capricornicus,,25,40,,NA,NA,,5,6,,8,10,,8,10,,,,,,,,,,,,,,No_status,,,,
Thelychiton,carnarvonensis,,10,20,,NA,NA,,5,6,,7.9,8,8,14.9,15,15,,,,,,,,,,,,,No_status,,,,
Thelychiton,coriaceus,,30,60,,NA,NA,,4,5,,9,12,,9,13,,,,,,,,,,,,,,No_status,,,,
Thelychiton,curvicaulis,,30,45,,NA,NA,,3,4,,9,11,,11,13,,,,,,,,,,,,,,No_status,,,,
Thelychiton,epiphyticus,,60,80,,NA,NA,,4,5,,11,13,,11,15,,,,,,,,,,,,,,No_status,,,,
Thelychiton,falcorostrus,,20,30,,NA,NA,,12,14,,34.9,35,35,34.9,35,35,,,,,,,,,,,,,No_status,,,,
Thelychiton,finniganensis,,10,20,,NA,NA,,6,8,,12.9,13,13,13.9,14,14,,,,,,,,,,,,,No_status,,,,
Thelychiton,fleckeri,,20,25,,NA,NA,,6,8,,9.9,10,10,9.9,10,10,,,,,,,,,,,,,No_status,,,,
Thelychiton,gracilicaulis,,20,40,,NA,NA,,3,4,,5,6,,7,8,,,,,,,,,,,,,,No_status,,,,
Thelychiton,howeanus,,20,40,,NA,NA,,3,4,,5,6,,7,8,,,,,,,,,,,,,,No_status,,,,
Thelychiton,jonesii,jonessi,40,60,,NA,NA,,3,4,,6.9,7,7,7.9,8,8,,,,,,,,,,,,,No_status,,,,
Thelychiton,kingianus,,15,30,,NA,NA,,4,7,,8,10,,13,16,,,,,,,,,,,,,,No_status,,,,
Thelychiton,macropus,,10,25,,NA,NA,,3.9,4,4,1.9,2,2,9.9,10,10,,,,,,,,,,,,,No_status,,,,
Thelychiton,moorei,,15,20,,NA,NA,,2.5,3,,4.9,5,5,7.9,8,8,,,,,,,,,,,,,No_status,,,,
Thelychiton,nitidus,,20,40,,NA,NA,,3,4,,5,6,,7,8,,,,,,,,,,,,,,No_status,,,,
Thelychiton,pedunculatus,,25,50,,NA,NA,,4,5,,7,8,,8,10,,,,,,,,,,,,,,No_status,,,,
Thelychiton,pulcherrimus,,10,20,,NA,NA,,5,7,,7.9,8,8,14.9,15,15,,,,,,,,,,,,,No_status,,,,
Thelychiton,rex,,50,80,,NA,NA,,4,6,,10,12,,10,13,,,,,,,,,,,,,,No_status,,,,
Thelychiton,rupicola,,40,80,,NA,NA,,4,5,,9,10,,9,11,,,,,,,,,,,,,,No_status,,,,
Thelychiton,speciosus,,40,80,,NA,NA,,4,6,,10,13,,10,15,,,,,,,,,,,,,,No_status,,,,
Thelychiton,spectabilis,,50,90,,NA,NA,,4,7,,10,12,,10,12,,,,,,,,,,,,,,No_status,,,,
Thelychiton,tarberi,,40,70,,NA,NA,,3,4,,6,10,,7,9,,,,,,,,,,,,,,No_status,,,,
Thrixspermum,carinatifolium,,15,20,,NA,NA,,2.9,3,3,3.9,4,4,6.9,7,7,,,,,,,,,,,,,No_status,,,,
Thrixspermum,congestum,,7,9,,NA,NA,,2.9,3,3,1.9,2,2,4.9,5,5,,,VU,,,,,,,,,,No_status,"Backhouse, G. (2007)",,,
Thrixspermum,platystachys,,30,40,,NA,NA,,2.9,3,3,8.9,9,9,14.9,15,15,,,,,,,,,,,,,No_status,,,,
Thynninorchis,buntianis,,NA,NA,,60,150,,1.4,1.5,1.5,0.6,0.7,0.7,5,6,,,,,,,,,,,,,,No_status,,,,
Thynninorchis,nothofagicola,,NA,NA,,50,100,,1.1,1.2,1.2,0.4,0.5,0.5,3.9,4,4,,CR,,,,,,EN,,,,,No_status,"Backhouse, G. (2007)",,,
Townsonia,viridis,,5,8,,50,150,,3.9,4,4,5,6,,5,5.5,,,,,,,,,,,,,,No_status,,,,
Trachoma,speciosum,,20,25,,NA,NA,,2.4,2.5,2.5,1.9,2,2,6.9,7,7,,,,,,,,,,,,,No_status,,,,
Trachoma,stellatum,,19.9,20,20,NA,NA,,1.4,1.5,1.5,3.4,3.5,3.5,4.9,5,5,,,,,,,,,,,,,No_status,,,,
Trachoma,subluteum,,19.9,20,20,NA,NA,,2.5,2.5,2.5,4.9,5,5,3.9,4,4,,,,,,,,,,,,,No_status,,,,
Tropilis,aemula,,20,30,,NA,NA,,2.5,3,,5,6,,6,7,,,,,,,,,,,,,,No_status,,,,
Tropilis,callitrophilis,,10,40,,NA,NA,,2.5,3.5,,6,7,,5,6,,,,,,,,,,,,,,No_status,,,,
Tropilis,crassa,,15,30,,NA,NA,,2.5,3,,5.5,6,,6,7,,,,,,,,,,,,,,No_status,,,,
Tropilis,eburnea,,15,30,,NA,NA,,2.5,3,,6.5,7,,6,7,,,,,,,,,,,,,,No_status,,,,
Tropilis,radiata,,10,25,,NA,NA,,2.5,3,,6,7,,6,7,,,,,,,,,,,,,,No_status,,,,
Urochilus,concavus,,5,15,,150,450,,NA,NA,,4.4,4.5,4.5,6.9,7,7,,,,,,,,,,,,,No_status,,,,
Urochilus,sanguineus,,6,15,,150,400,,NA,NA,,3.4,3.5,3.5,5.9,6,6,,,,,,,,,,,,,No_status,,,,
Urochilus,vittatus,,5,18,,200,450,,NA,NA,,2.9,3,3,3.9,4,4,,,,,,,,,,,,,No_status,,,,
Vappodes,bigibba,,30,35,,NA,NA,,9,11,,19.9,20,20,23.9,24,24,,,,,,,,,,,,,No_status,,,,
Vappodes,dicupha,,20,30,,NA,NA,,6,7,,5.9,6,6,19.9,20,20,,,,,,,,,,,,,No_status,,,,
Vappodes,lithocola,,15,25,,NA,NA,,9,12,,24,28,,22,26,,,,,,,,,,,,,,No_status,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No_status,,,,